SID_MARCHE;ID_MARCHE;DS_MARCHE;SID_CATEGORIE;ID_CATEGORIE;DS_CATEGORIE;SID_FAMILLE;ID_FAMILLE;DS_FAMILLE
222;48;"CHAUSSON-ACCESSOIRES CHAUSSURE";1489;210;"CHAUSSON HOMME";6868;3920;"CHAUSSON HOMME MULE"
181;184;"POISSONNERIE LS";2479;897;"APERO RECEPTION";11678;4756;"OEUFS DE POISSON"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2635;479;"FARINE";9004;536;"FARINE PAINS"
199;33;"BEAUTE PEM";2232;466;"TONDEUSE CHEVEUX";10752;2084;"TONDEUSE CHEVEUX RECHARGEABLE"
146;218;"MULTIMEDIA";1620;775;"ORDINATEUR FIXE";7470;2140;"UNITE CENTRALE"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";12314;6527;"JEUX D ENFANTS"
226;56;"PRESSE";2595;300;"PRESSE MAGAZINE";12543;6762;"MAISON"
166;115;"ALCOOLS ET BIERES";1850;302;"WHISKIES";8826;808;"WHISKIES AMERICAINS"
237;71;"BEBE PETITE PUERICULTURE";2558;206;"EQUIPEMENT TOILETTE BEBE";12044;6256;"BROSSE A DENTS"
160;63;"ENTRETIEN DE LA MAISON";1815;669;"POUBELLES";8709;666;"SACS POUBELLE"
142;79;"MEUBLE";2224;703;"SOLUTION DE COUCHAGE";12268;6481;"ACCESSOIRES LIT"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2281;747;"CONNECTIQUE AUDIO-VIDEO";7016;2198;"CONNECTIQUE ANTENNE/SAT"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2572;236;"SECURITE BEBE";12118;6331;"SECURITE EXTERIEURE BEBE"
170;90;"FROMAGE STAND";2662;570;"VA FROMAGE FRAIS ET TARTINABLE";13516;7842;"VA FROMAGE FRAIS ET TARTINABLE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1790;631;"PLATS CUISINES";8629;553;"PLATS FAM QUENELLES GARNITURES"
158;61;"EPICERIE SALEE FAIT MAISON";1796;654;"PRODUITS DU MONDE";8618;1144;"AFRIQUE FAIT MAISON"
236;69;"RANGEMENT";1753;402;"TOURS BOITES BACS CORBEILLES";12718;7003;"BACS/CORBEILLES AUTRE MATIERE"
206;16;"PHOTO TRAVAUX";2339;71;"SERVICES NUMERIQUES";11114;3628;"STOCKAGE EN LIGNE"
183;188;"FRUITS ET LEGUMES FRAIS";2173;96;"CAROTTE / CHOUX / POIREAU";10275;1949;"CHOUX"
196;32;"FEMME DESSOUS";2132;21;"CODIFICATION EXCEPTIONNELLE";10111;1588;"CODIFICATION EXCEPTIONNELLE"
157;113;"BIJOUTERIE";2583;275;"MONTRES";8564;5894;"MONTRE ENFANT"
174;125;"CREMERIE";2607;361;"DESSERTS CLASSIQUES";9328;466;"CREME DESSERT"
223;49;"LIBRAIRIE";2155;38;"CULTURE ET SOCIETE";7994;9934;"RELIGION ET SPIRITUALITE"
229;59;"SNACKING LS";1907;230;"SANDWICH";12763;7048;"CLUB PAIN DE MIE SIMPLE"
216;10;"ACCESSOIRES DE MODE";1783;270;"MAROQUINERIE";8545;4378;"SAC DE PLAGE"
139;51;"PHOTO ACCESSOIRES";1508;857;"SUPPORT";7050;6904;"ACCESSOIRES CAMESCOPES"
191;155;"SPECTACLES ET CADEAUX";2091;800;"BILLETTERIE LOISIRS";9847;8800;"PARCS"
243;87;"CA NON AFFECTABLE";2556;201;"CA NON AFFECTABLE";12037;6249;"FIDELITE TX PLEIN"
225;55;"VRAC";2507;12;"EPICERIE SALEE";9746;9255;"VRAC - HERBES EPICES"
221;47;"HOMME DESSOUS";1397;325;"SOUS VETEMENT";10561;836;"HAUT GRAND FROID"
242;86;"DECO DE LA MAISON";1756;419;"COUSSIN ET OBJETS DECO";8369;4195;"OBJET DECO"
136;31;"FEMME MODE";2131;20;"TEE SHIRT/POLO/ SOUS PULL";10678;1474;"TEE SHIRT MANCHES LONGUES"
244;89;"EPICERIE SUCREE GOURMANDE";1886;638;"BISCUITS";13202;7500;"GENOISE"
198;30;"CUISINE PEM";1572;680;"PREPARATION CULINAIRE";10829;2298;"SAUCIER"
247;108;"VOYAGES AUCHAN";2554;190;"DECOUVRIR";12018;6230;"SEJOUR LINGUISTIQUE"
171;97;"TRAITEUR LS";2601;345;"ENTREE TRAITEUR LS";9160;1392;"ENTREE BIO"
177;129;"BOULANGERIE ATELIER";1951;902;"PETIT DEJEUNER ET GOUTER";11451;4234;"AUTRES VIENNOISERIES"
219;20;"VINS";1856;133;"VINS DU MONDE";9952;1032;"VDM AMERIQUE DU NORD"
155;106;"CUISINE";1751;413;"AUTOCUISEURS ET SPECIFIQUES";8312;4047;"POISSON PAELLA TAJINE FONDUE"
175;126;"FROMAGE LS";2179;108;"FROMAGE FRAIS ET TARTINABLE";12878;7164;"FROMAGE FRAIS AROMATISE"
178;177;"CHARCUTERIE LS";2619;396;"SEC ENTIER";12902;7188;"CHARCUT. SECHE ENTIERE BIO"
179;178;"CHARCUTERIE STAND";2697;712;"VA JAMBON CUIT";13713;8046;"VA JAMBON NATURE SUPERIEUR"
138;36;"CHAUSSURE";1483;200;"CHAUSSURE FILLE";10714;1863;"BOTTE DE NEIGE FILLE"
240;80;"BRICOLAGE TRAVAUX";2522;70;"OUTILLAGE A MAIN EQUIPT PROTEC";7759;5710;"SCIES A BOIS ET METAUX"
228;58;"CARTERIE - DRUGSTORE";2159;41;"DRUGSTORE";12561;6781;"DRUGSTORE GADGETS PAPETERIE"
173;99;"TRAITEUR STAND";2681;615;"FE ENTREE";13601;7927;"FE SOUPE"
141;75;"IMAGE";2269;743;"ENREGISTREUR ET MEDIACENTER";10116;1784;"MEDIACENTER"
207;39;"BOULANGERIE PATISSERIE LS";1957;910;"PAIN DE MIE LS";11485;4268;"PAIN DE MIE SANS CROUTE"
135;27;"ENFANT MODE";1425;389;"MANTEAU BLOUSON PETITE FILLE";10612;996;"BLOUSON/DOUDOUNE PETITE FILLE"
180;181;"BOUCHERIE ATELIER";1974;610;"ABATS";11539;4423;"ABATS VEAU"
190;154;"LOCATION OCCASION";2712;767;"OCCASION";13817;8161;"OCCAS PROD HORS HYPER ACHAT"
137;34;"BEBE LAYETTE";2567;221;"CODIF EXCEPTIONNELLE 034";12067;6279;"CODIF EXCEPTIONNELLE 034"
133;12;"HOMME MODE";1401;896;"ACCESSOIRES";6560;6017;"CRAVATE NOEUD PAPILLON"
234;67;"ENTRETIEN DU LINGE";2658;563;"SOIN DES CHAUSSURES";7783;5879;"ACCESSOIRES CHAUSSURES"
185;217;"CARBURANTS";2704;749;"ESSENCE";13773;8117;"E85"
205;11;"PHOTO-VIDEO";1504;135;"PERIPHERIQUES DE PRISE DE VUE";11139;3653;"VISEUR"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";8433;4959;"STYLOS FEUTRES"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10397;292;"INCONNUS KS - BOULANGERIE NEGO"
246;96;"HYGIENE";2518;63;"PARAPHARMACIE";8763;697;"PRESERVATIF GEL LUBRIFIANT"
218;17;"ROTISSERIE";1925;436;"POULET ROTI";9237;5315;"POULET DECOUPE"
214;3;"ENFANT DESSOUS";1416;448;"CODIF EXCEPTIONNELLE";6621;1047;"CODIF EXCEPTIONNELLE"
143;93;"COMMUNICATION";2183;2;"SERVICES AU CLIENT";11219;3737;"INSTALLATION TX INTERM"
238;72;"BRICOLAGE DU QUOTIDIEN";1646;414;"DROGUERIE";7614;9020;"SEL DENEIGEMENT"
203;38;"MULTIMEDIA CONSOMMABLES";1604;152;"ENCRE";7418;2229;"CARTOUCHE ENCRE COMPATIBLE"
144;104;"GROS ELECTRO";1560;685;"MICRO ONDES";7224;4885;"MO MONOFONCTION"
215;8;"BEBE EQUIPEMENT";1474;876;"PROMENADE BEBE";6813;1724;"REHAUSSEURS"
172;98;"VOLAILLE";2399;543;"LAPIN";9211;167;"AUTRE LAPIN"
233;66;"JARDIN VEGETAL";2533;144;"FLEURIR TERRASSE BALCON JARDIN";7596;5273;"BULBES FORCES"
159;62;"ANIMALERIE ALIMENTATION";1806;626;"ALIMENTS CHIEN";8680;178;"CHIEN - CROQUETTES"
148;53;"AUTO MOTO";1673;786;"CONFORT INTERIEUR";7858;5386;"PARE SOLEIL ET FILM SOLAIRE"
169;219;"PARAPHARMACIE";2722;903;"FORME ET SANTE";13372;7698;"BEAUTE TX REDUIT"
151;92;"OPTIQUE";1679;367;"VERRE UNIFOCAL";7888;5736;"VERRE UNIFOCAL TEINTE"
164;91;"BOISSONS SANS ALCOOL";2103;534;"SOFTS";8781;833;"BOISSONS LIMONADE"
176;128;"PATISSERIE";2121;118;"APERO RECEPTION";11410;4067;"PIECES MONTEES"
222;48;"CHAUSSON-ACCESSOIRES CHAUSSURE";1489;210;"CHAUSSON HOMME";6867;3919;"CHARENTAISE HOMME"
181;184;"POISSONNERIE LS";2481;898;"AIDE CULINAIRE";11679;4757;"AUTRES AIDES CULINAIRES"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2637;492;"PRODUITS DU MONDE";13221;7526;"MONDE SUCRE QUO.HALAL TX PLEIN"
199;33;"BEAUTE PEM";1559;196;"ASSURANCES ET GARANTIES";7218;2259;"EXTENSIONS GARANTIE TX 0"
146;218;"MULTIMEDIA";1620;775;"ORDINATEUR FIXE";11022;2040;"BUNDLE UC + ECRAN TACTILE"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";12306;6519;"GAZON ARTIFICIEL"
226;56;"PRESSE";2595;300;"PRESSE MAGAZINE";12546;6765;"ENFANT / ADOLESCENT"
166;115;"ALCOOLS ET BIERES";2627;455;"BIERES LEGERES I 5.5 D";8857;994;"BIERES LEGERES BLANCHES"
237;71;"BEBE PETITE PUERICULTURE";1473;251;"EVEIL BEBE";6772;3472;"JOUET"
160;63;"ENTRETIEN DE LA MAISON";1815;669;"POUBELLES";8354;4153;"POUBELLES CUISINE ET GARAGE"
142;79;"MEUBLE";1539;464;"TABLE";10737;2405;"ENSEMBLE TABLE ET CHAISES"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2281;747;"CONNECTIQUE AUDIO-VIDEO";11179;3697;"DEPOT VENTE CONNECTIQUE"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2572;236;"SECURITE BEBE";12117;6330;"SURVEILLANCE BEBE"
170;90;"FROMAGE STAND";2656;558;"VA REBLOCHON TOMME ET MONTAGNE";13504;7830;"VA TOMME DE VACHE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1790;631;"PLATS CUISINES";8673;1371;"PLATS CUISINES - BIO"
158;61;"EPICERIE SALEE FAIT MAISON";1796;654;"PRODUITS DU MONDE";8619;5319;"ITALIE FAIT MAISON"
236;69;"RANGEMENT";1753;402;"TOURS BOITES BACS CORBEILLES";12714;6999;"BOITES A COUVERCLE"
206;16;"PHOTO TRAVAUX";2341;74;"CODIFICATION EXCEPTIONNELLE";11115;3629;"CODIFICATION EXCEPTIONNELLE"
183;188;"FRUITS ET LEGUMES FRAIS";2173;96;"CAROTTE / CHOUX / POIREAU";9668;239;"CAROTTE"
196;32;"FEMME DESSOUS";1450;261;"LINGERIE DE JOUR";6712;1414;"FOND DE ROBE - JUPON"
157;113;"BIJOUTERIE";2733;998;"VENTE A DISTANCE";12205;6418;"VENTE A DISTANCE"
174;125;"CREMERIE";2607;361;"DESSERTS CLASSIQUES";9323;77;"AUTRES DESSERTS QUOTIDIENS"
223;49;"LIBRAIRIE";2155;38;"CULTURE ET SOCIETE";7974;5030;"ACTUALITE POLITIQUE ET SOCIETE"
229;59;"SNACKING LS";2510;22;"DESSERT ET GRIGNOTAGE";11840;6048;"DESSERT LAITIER"
216;10;"ACCESSOIRES DE MODE";1781;470;"LUNETTES SOLEIL ET LECTURE LS";12240;6453;"LUNETTES LECTURE HOMME"
139;51;"PHOTO ACCESSOIRES";1496;859;"CODIFICATION EXCEPTIONNELLE";11161;3679;"CODIFICATION EXCEPTIONNELLE"
191;155;"SPECTACLES ET CADEAUX";2091;800;"BILLETTERIE LOISIRS";9849;8802;"SPORTS"
243;87;"CA NON AFFECTABLE";2556;201;"CA NON AFFECTABLE";12035;6247;"AVANTAGES DRIVE TX PLEIN"
225;55;"VRAC";2507;12;"EPICERIE SALEE";9755;9264;"VRAC - VINAIGRES"
221;47;"HOMME DESSOUS";1397;325;"SOUS VETEMENT";12130;6343;"CALECON LONG GRAND FROID"
242;86;"DECO DE LA MAISON";1756;419;"COUSSIN ET OBJETS DECO";7361;1811;"COUSSIN, GARNISSAGE ET HOUSSE"
136;31;"FEMME MODE";1446;343;"JEAN";10658;1429;"JEAN REGULAR"
244;89;"EPICERIE SUCREE GOURMANDE";1886;638;"BISCUITS";9039;677;"ASSORTIMENT BISCUITS"
198;30;"CUISINE PEM";1572;680;"PREPARATION CULINAIRE";7299;6810;"BATTEURS"
247;108;"VOYAGES AUCHAN";2554;190;"DECOUVRIR";12017;6229;"PELERINAGE"
171;97;"TRAITEUR LS";2601;345;"ENTREE TRAITEUR LS";12725;7010;"COQUILLE ET CASSOLETTE CHAUDES"
177;129;"BOULANGERIE ATELIER";1951;902;"PETIT DEJEUNER ET GOUTER";9371;22;"ASSORTIMENTS VIENNOISERIES"
219;20;"VINS";1856;133;"VINS DU MONDE";13056;7349;"VDM AMERIQUE DU SUD"
155;106;"CUISINE";2731;982;"COUTELLERIE";8336;4208;"CISEAUX"
175;126;"FROMAGE LS";1945;843;"FROMAGE RAPE";12891;7177;"FROMAGE ITALIEN RAPE"
178;177;"CHARCUTERIE LS";2619;396;"SEC ENTIER";12905;7191;"SAUCISSE COURBE SECHE"
179;178;"CHARCUTERIE STAND";2526;79;"FE CHARCUTERIE SECHE TRANCHEE";9443;4632;"FE ROSETTE TRANCHEE"
138;36;"CHAUSSURE";1481;202;"CHAUSSURE FEMME";6846;3814;"SANDALE / MULE FEMME"
240;80;"BRICOLAGE TRAVAUX";2522;70;"OUTILLAGE A MAIN EQUIPT PROTEC";7756;5701;"RABOTS LIMES RAPES ET CISEAUX"
228;58;"CARTERIE - DRUGSTORE";2159;41;"DRUGSTORE";10244;1688;"DRUGSTORE DECO CINEMA"
173;99;"TRAITEUR STAND";2681;615;"FE ENTREE";13596;7922;"FE AUTRE ENTREE"
141;75;"IMAGE";1533;795;"HOME CINEMA ET BARRE DE SON";10913;2460;"HOME CINEMA 5.1 SANS DVD"
207;39;"BOULANGERIE PATISSERIE LS";2424;734;"BISCUITS LS";11481;4264;"BISCUITS LS"
135;27;"ENFANT MODE";1415;248;"HAUT PETIT GARCON";6619;3498;"SWEAT SHIRT PETIT GARCON"
180;181;"BOUCHERIE ATELIER";2430;745;"COLIS DE VIANDE A PARTAGER";11500;4283;"COLIS AGNEAU"
190;154;"LOCATION OCCASION";2714;773;"LOCATION MATERIEL";13831;8175;"LOCATION SON COURTE D"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10514;1629;"SALOPETTE COURTE"
133;12;"HOMME MODE";1401;896;"ACCESSOIRES";6559;6012;"ENSEMBLE ACCESSOIRES"
234;67;"ENTRETIEN DU LINGE";2658;563;"SOIN DES CHAUSSURES";11929;6141;"DESODORISANTS CHAUSSURES"
185;217;"CARBURANTS";2065;315;"GAZ";9816;1430;"GAZ DEPOT VENTE"
205;11;"PHOTO-VIDEO";2351;115;"ASSURANCES ET GARANTIES";11141;3655;"EXTENSIONS GARANTIE TX PLEIN"
156;107;"ECOLIER BUREAU";1760;490;"AGENDAS & CALENDRIERS";12599;6863;"AGENDAS SCOLAIRES TX REDUIT"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10391;248;"INCONNUS KS - HYGIENE         "
246;96;"HYGIENE";2518;63;"PARAPHARMACIE";11861;6069;"PROTECTION OCULAIRE"
218;17;"ROTISSERIE";1933;999;"ACCOMPAGNEMENT";9245;4983;"POMME DE TERRE"
214;3;"ENFANT DESSOUS";2205;164;"NUIT GRAND GARCON";6664;2735;"PYJAMA GRAND GARCON"
143;93;"COMMUNICATION";2370;258;"ASSURANCES ET GARANTIES";11214;3732;"ASSURANCES"
238;72;"BRICOLAGE DU QUOTIDIEN";1651;723;"PILES ET CHARGEURS";7709;5603;"PILE LR03"
203;38;"MULTIMEDIA CONSOMMABLES";1609;391;"PAPIER";7429;2220;"PAPIER ORIGINAL CREATIF"
144;104;"GROS ELECTRO";1560;685;"MICRO ONDES";7226;8603;"MO GRILL"
215;8;"BEBE EQUIPEMENT";1474;876;"PROMENADE BEBE";6809;1720;"POUSSETTES CITADINE"
172;98;"VOLAILLE";2399;543;"LAPIN";9212;175;"LAPIN ENTIER DECOUPE"
233;66;"JARDIN VEGETAL";2533;144;"FLEURIR TERRASSE BALCON JARDIN";11911;6122;"PLANTES VIVACES FEUILLAGES"
159;62;"ANIMALERIE ALIMENTATION";1806;626;"ALIMENTS CHIEN";8683;541;"CHIEN - ALIM A PREP TX PLEIN"
148;53;"AUTO MOTO";1673;786;"CONFORT INTERIEUR";7839;5301;"DESODORISANTS AUTO"
169;219;"PARAPHARMACIE";2722;903;"FORME ET SANTE";13361;7687;"AUTRES TX PLEIN"
151;92;"OPTIQUE";1679;367;"VERRE UNIFOCAL";7885;5732;"VERRE UNIFOCAL BLANC"
164;91;"BOISSONS SANS ALCOOL";2103;534;"SOFTS";8788;992;"BOISSONS THE PLATES"
176;128;"PATISSERIE";2121;118;"APERO RECEPTION";11412;4085;"CHOUQUETTES"
222;48;"CHAUSSON-ACCESSOIRES CHAUSSURE";1493;364;"ACCESSOIRES CHAUSSURES";6883;3970;"SEMELLES"
181;184;"POISSONNERIE LS";2481;898;"AIDE CULINAIRE";11682;4760;"DES, RAPE, LARDONS"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2637;492;"PRODUITS DU MONDE";13227;7532;"MONDE SUCRE QUO. HALAL TX RED"
199;33;"BEAUTE PEM";1559;196;"ASSURANCES ET GARANTIES";7215;2256;"EXTENSIONS GARANTIE TX PLEIN"
146;218;"MULTIMEDIA";1620;775;"ORDINATEUR FIXE";7469;2122;"MAC"
232;65;"JARDIN GROS EQUIPEMENT";1634;522;"MOTOCULTURE";12319;6532;"SCIES ET FENDEURS DE BUCHES"
226;56;"PRESSE";2595;300;"PRESSE MAGAZINE";12549;6769;"ANNONCES"
166;115;"ALCOOLS ET BIERES";2627;455;"BIERES LEGERES I 5.5 D";8852;823;"PANACHES"
237;71;"BEBE PETITE PUERICULTURE";2717;810;"EQUIPEMENT BAIN BEBE";12050;6262;"BAIGNOIRE "
160;63;"ENTRETIEN DE LA MAISON";2648;538;"NETTOYANTS VAISSELLE";8710;913;"VAISSELLE MAINS"
142;79;"MEUBLE";1539;464;"TABLE";12266;6479;"TABLE HAUTE"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2281;747;"CONNECTIQUE AUDIO-VIDEO";7051;6905;"CONNECTIQUE VIDEO"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2726;927;"EQUIPEMENT MAMAN";12121;6334;"ACCESSSOIRE ALLAITEMENT"
170;90;"FROMAGE STAND";2656;558;"VA REBLOCHON TOMME ET MONTAGNE";13502;7828;"VA MORBIER"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1790;631;"PLATS CUISINES";8630;563;"PLATS FAMILIAUX PATES"
158;61;"EPICERIE SALEE FAIT MAISON";1796;654;"PRODUITS DU MONDE";9942;1017;"GRANDE BRETAGNE FAIT MAISON"
236;69;"RANGEMENT";1753;402;"TOURS BOITES BACS CORBEILLES";8338;4080;"TOURS ET COMMODES"
206;16;"PHOTO TRAVAUX";2298;192;"TIRAGES";11112;3626;"DEPOT VENTE IDENTITE"
183;188;"FRUITS ET LEGUMES FRAIS";2493;995;"LEGUMES BIO";11710;4789;"COURGE BIO"
196;32;"FEMME DESSOUS";1450;261;"LINGERIE DE JOUR";6711;1413;"HAUT GRAND FROID"
157;113;"BIJOUTERIE";1774;82;"BIJOUX FEMME";8515;1097;"COLLIER TOUT OR FEMME"
174;125;"CREMERIE";2607;361;"DESSERTS CLASSIQUES";12803;7088;"PETIT POT DE CREME"
223;49;"LIBRAIRIE";1689;483;"PARASCOLAIRE";12531;6750;"MANUELS SCOLAIRE"
229;59;"SNACKING LS";2510;22;"DESSERT ET GRIGNOTAGE";11841;6049;"DESSERT FRUITIER"
216;10;"ACCESSOIRES DE MODE";1781;470;"LUNETTES SOLEIL ET LECTURE LS";12241;6454;"ACCESSOIRES DE LECTURE"
139;51;"PHOTO ACCESSOIRES";2093;292;"SUPPORT D'ENREGISTREMENT";10847;2044;"CARTES MEMOIRES"
191;155;"SPECTACLES ET CADEAUX";2715;779;"COFFRETS CADEAUX";13836;8180;"COFFRETS MULTI THEMATIQUE"
243;87;"CA NON AFFECTABLE";2556;201;"CA NON AFFECTABLE";12034;6246;"AVANTAGES DRIVE TX REDUIT"
225;55;"VRAC";2507;12;"EPICERIE SALEE";9753;9262;"VRAC - SEL"
221;47;"HOMME DESSOUS";1398;337;"CHAUSSETTES";10562;846;"SOCQUETTES-MINI SPORT DETENTE"
242;86;"DECO DE LA MAISON";1756;419;"COUSSIN ET OBJETS DECO";8368;4192;"VASE"
136;31;"FEMME MODE";1456;354;"ACCESSOIRE";6736;3022;"AUTRES GANTS"
244;89;"EPICERIE SUCREE GOURMANDE";1869;650;"TABLETTE DE CHOCOLAT";8895;523;"TABLETTE FAMILIALE TX REDUIT"
198;30;"CUISINE PEM";1573;682;"CUISSON CONVIVIALE";10806;2234;"PIERRADE"
247;108;"VOYAGES AUCHAN";2554;190;"DECOUVRIR";12015;6227;"CIRCUIT NON ACCOMPAGNE"
171;97;"TRAITEUR LS";1913;931;"PIZZA ET TARTE SALEE";12774;7059;"PIZZA A PARTAGER"
177;129;"BOULANGERIE ATELIER";1959;311;"MATIERES PREMIERES";9400;210;"*MP AUTRES MATIERES PREMIERES"
219;20;"VINS";1856;133;"VINS DU MONDE";9947;1027;"VDM PORTUGAL"
155;106;"CUISINE";2731;982;"COUTELLERIE";8337;8903;"PLANCHES A DECOUPER"
175;126;"FROMAGE LS";2179;108;"FROMAGE FRAIS ET TARTINABLE";12877;7163;"FROMAGE FRAIS NATURE"
178;177;"CHARCUTERIE LS";2619;396;"SEC ENTIER";12907;7193;"SAUCISSON SEC ENTIER"
179;178;"CHARCUTERIE STAND";2526;79;"FE CHARCUTERIE SECHE TRANCHEE";13661;7987;"FE BOEUF SECHE TRANCHE"
138;36;"CHAUSSURE";1484;203;"CHAUSSURE GARCON";6865;3844;"CHAUSSURE BASSE GARCON"
240;80;"BRICOLAGE TRAVAUX";2522;70;"OUTILLAGE A MAIN EQUIPT PROTEC";7760;5713;"TOURNEVIS"
228;58;"CARTERIE - DRUGSTORE";1772;497;"CARTERIE";8485;4975;"CARTES DE VOEUX"
173;99;"TRAITEUR STAND";2686;621;"FE TRAITEUR DU MONDE";13633;7959;"FE TRAITEUR AUTRE PAYS"
141;75;"IMAGE";1533;795;"HOME CINEMA ET BARRE DE SON";10916;2463;"HOME CINEMA 2.1 SANS DVD"
207;39;"BOULANGERIE PATISSERIE LS";2421;725;"BRIOCHERIE LS";11477;4260;"BRIOCHE NON TRANCHEE"
135;27;"ENFANT MODE";1415;248;"HAUT PETIT GARCON";6620;5302;"GILET PETIT GARCON"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";11533;4417;"*MP STAND ABATS"
190;154;"LOCATION OCCASION";2714;773;"LOCATION MATERIEL";13830;8174;"LOCATION AUTRES PRODUITS CD"
137;34;"BEBE LAYETTE";1468;874;"CONFECTION BEBE GARCON";10465;1548;"CHEMISE MANCHES LONGUES"
133;12;"HOMME MODE";1401;896;"ACCESSOIRES";6562;6019;"BRETELLES"
234;67;"ENTRETIEN DU LINGE";2658;563;"SOIN DES CHAUSSURES";11928;6140;"NETTOYER / NOURRIR CHAUSSURES"
185;217;"CARBURANTS";2065;315;"GAZ";13782;8126;"GAZ 13 KGS"
205;11;"PHOTO-VIDEO";1527;777;"CAMESCOPE";7046;7559;"CAMESCOPE STANDARD"
156;107;"ECOLIER BUREAU";1762;498;"CLASSEMENT ET ORGANISATION";10348;1378;"CLASSEURS A4 POLYPRO"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10354;28;"INCONNUS KS - ACCESSOIRES VE  "
246;96;"HYGIENE";2518;63;"PARAPHARMACIE";8757;190;"AUTO MEDICATION"
218;17;"ROTISSERIE";1933;999;"ACCOMPAGNEMENT";13653;7979;"LEGUME"
214;3;"ENFANT DESSOUS";2207;154;"SOUS VETEMENTS GRAND GARCON";10630;1113;"BOXER GRAND GARCON"
143;93;"COMMUNICATION";2370;258;"ASSURANCES ET GARANTIES";11216;3734;"EXTENSIONS GARANTIE TX 0"
238;72;"BRICOLAGE DU QUOTIDIEN";1646;414;"DROGUERIE";12662;6944;"AUTRES ADHESIFS"
203;38;"MULTIMEDIA CONSOMMABLES";1609;391;"PAPIER";11013;2026;"PAPIER COMPATIBLE CLASSIQUE"
144;104;"GROS ELECTRO";1560;685;"MICRO ONDES";7225;4886;"MO ENCASTRABLE"
215;8;"BEBE EQUIPEMENT";1474;876;"PROMENADE BEBE";10533;1830;"ACCESSOIRES VOITURE"
172;98;"VOLAILLE";2403;551;"DECOUPE A MIJOTER";11343;3910;"PAUPIETTES DE VOLAILLE"
233;66;"JARDIN VEGETAL";2532;141;"ARBRES ET ARBUSTES";7597;5274;"ROSIERS"
159;62;"ANIMALERIE ALIMENTATION";1806;626;"ALIMENTS CHIEN";8681;537;"CHIEN - ALIM CUISINES"
148;53;"AUTO MOTO";1673;786;"CONFORT INTERIEUR";7838;6708;"AUTRES EQUIPEMENTS 12V"
169;219;"PARAPHARMACIE";2722;903;"FORME ET SANTE";13360;7686;"AUTRES TX REDUIT"
151;92;"OPTIQUE";1679;367;"VERRE UNIFOCAL";7889;5741;"VERRE UNIF PHOTOCHROMIQUE"
164;91;"BOISSONS SANS ALCOOL";1842;662;"SIROPS";13029;7322;"SIROPS BIO"
176;128;"PATISSERIE";2121;118;"APERO RECEPTION";11414;4087;"CAFE GOURMAND"
222;48;"CHAUSSON-ACCESSOIRES CHAUSSURE";1493;364;"ACCESSOIRES CHAUSSURES";6881;3801;"LACETS"
181;184;"POISSONNERIE LS";2481;898;"AIDE CULINAIRE";11683;4761;"SAUCE CHAUDE POISSONNERIE LS"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2637;492;"PRODUITS DU MONDE";9982;1281;"MONDE SUCRE QUO.AUTRES TX RED"
199;33;"BEAUTE PEM";2315;15;"CODIFICATION EXCEPTIONNELLE";11049;3563;"CODIFICATION EXCEPTIONNELLE"
146;218;"MULTIMEDIA";1620;775;"ORDINATEUR FIXE";7468;2120;"ALL IN ONE CLASSIQUE"
232;65;"JARDIN GROS EQUIPEMENT";1643;468;"PISCINES EQUIPEMENT";7635;4649;"PISCINES ACIER"
226;56;"PRESSE";2595;300;"PRESSE MAGAZINE";12545;6764;"INFORMATIQUE"
166;115;"ALCOOLS ET BIERES";2627;455;"BIERES LEGERES I 5.5 D";13038;7331;"BIERES LEGERES BLONDES"
237;71;"BEBE PETITE PUERICULTURE";2720;871;"EQUIPEMENT SOIN BEBE";12051;6263;"MOUFFLES - FILET OMBILICAL"
160;63;"ENTRETIEN DE LA MAISON";2648;538;"NETTOYANTS VAISSELLE";8711;914;"PRODUITS LAVE VAISSELLE"
142;79;"MEUBLE";1539;464;"TABLE";7123;1883;"TABLE REPAS"
